trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
491,False,"{'a': 0.15, 'e': 0.006473260088369637}",20,6,28.61745546572879,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.15, 'e': 0.00640852748748594}",20,12,15.861911937048665,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.15, 'e': 0.006344442212611081}",25,17,16.791381416178062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.15, 'e': 0.00628099779048497}",20,3,30.51783604235512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.15, 'e': 0.00621818781258012}",20,13,12.818254896118546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.15, 'e': 0.0061560059344543195}",30,0,49.595832749941664,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
497,False,"{'a': 0.15, 'e': 0.006094445875109776}",25,18,13.359552209155687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.15, 'e': 0.006033501416358678}",20,10,21.588625674492626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.15, 'e': 0.005973166402195091}",20,10,8.37251767565019,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.15, 'e': 0.00591343473817314}",25,10,26.58657111872427,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.15, 'e': 0.0058543003907914086}",30,17,22.723376415882313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.15, 'e': 0.005795757386883494}",20,13,12.684757411150368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.15, 'e': 0.005737799813014659}",20,0,28.46997812176175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.15, 'e': 0.005680421814884512}",30,19,21.365030033325848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.15, 'e': 0.005623617596735667}",25,14,21.616157221915746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.15, 'e': 0.0055673814207683105}",20,11,14.347243667081978,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.15, 'e': 0.0055117076065606275}",30,21,16.318599419344242,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.15, 'e': 0.005456590530495021}",20,6,28.923721921807736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.15, 'e': 0.005402024625190071}",35,25,18.442145837064604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.15, 'e': 0.00534800437893817}",25,13,21.170805940998925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.15, 'e': 0.005294524335148788}",30,16,25.706213682162772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.15, 'e': 0.0052415790917973}",35,15,32.882227894766764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.15, 'e': 0.005189163300879328}",35,20,29.958739099524315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.15, 'e': 0.005137271667870535}",25,11,25.74176276702818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.15, 'e': 0.0050858989511918294}",30,13,29.146828765624996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.15, 'e': 0.005035039961679911}",25,19,10.787989862665777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.15, 'e': 0.004984689562063112}",25,15,20.534936185483414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.15, 'e': 0.00493484266644248}",30,16,24.786415241060404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.15, 'e': 0.004885494239778056}",20,13,14.33834249368919,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.15, 'e': 0.004836639297380275}",20,10,18.793340428723614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.15, 'e': 0.004788272904406472}",20,13,12.450364404133632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.15, 'e': 0.0047403901753624075}",25,16,18.94794530478555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.15, 'e': 0.004692986273608784}",30,22,15.508251174195951,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.15, 'e': 0.004646056410872696}",25,4,32.85647268594109,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.15, 'e': 0.004599595846763969}",20,13,13.150963952312384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.15, 'e': 0.00455359988829633}",25,12,22.436329955542593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.15, 'e': 0.004508063889413366}",20,8,25.872806317227155,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.15, 'e': 0.004462983250519232}",25,17,13.497908998163572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.15, 'e': 0.00441835341801404}",25,12,23.106269674049837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.15, 'e': 0.004374169883833899}",20,14,10.363074513283074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.15, 'e': 0.00433042818499556}",25,14,18.296069268294904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.15, 'e': 0.004287123903145605}",30,19,19.988894338231244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.15, 'e': 0.004244252664114149}",25,15,18.26355503939548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.15, 'e': 0.004201810137473007}",25,16,15.78490459438627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.15, 'e': 0.004159792036098277}",20,13,15.137306234302773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.15, 'e': 0.004118194115737294}",25,9,30.168552834185363,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.15, 'e': 0.004077012174579921}",20,11,18.620051215197094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.15, 'e': 0.004036242052834122}",25,13,20.61888646203077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.15, 'e': 0.0039958796323057814}",30,19,19.694911013570444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.15, 'e': 0.003955920835982724}",20,16,6.122385735870596,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.15, 'e': 0.0039163616276228965}",20,13,15.01956098204713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.15, 'e': 0.0038771980113466676}",25,6,30.46434461844113,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.15, 'e': 0.0038384260312332007}",25,14,21.85290645977648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.15, 'e': 0.003800041770920869}",20,7,24.559866154973186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.15, 'e': 0.0037620413532116603}",20,16,8.935619589227944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.15, 'e': 0.003724420939679544}",25,19,11.38488759234497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.15, 'e': 0.0036871767302827482}",20,6,24.87378515068522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.15, 'e': 0.0036503049629799207}",20,0,30.735365887391307,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.15, 'e': 0.0036138019133501215}",25,12,25.82763015432528,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.15, 'e': 0.00357766389421662}",20,15,9.183899974159194,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.15, 'e': 0.003541887255274454}",20,14,13.067327790653263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.15, 'e': 0.0035064683827217094}",25,13,19.63971169199629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.15, 'e': 0.0034714036988944923}",20,8,21.214441810588447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.15, 'e': 0.0034366896619055474}",20,11,16.198439410649268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.15, 'e': 0.003402322765286492}",25,7,32.0961568828029,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.15, 'e': 0.003368299537633627}",25,11,25.702166764518044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.15, 'e': 0.0033346165422572906}",20,10,20.58765181600665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.15, 'e': 0.0033012703768347178}",20,11,17.961662157809325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.15, 'e': 0.0032682576730663705}",30,20,20.79257562567031,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.15, 'e': 0.003235575096335707}",20,13,14.84524529567922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.15, 'e': 0.00320321934537235}",20,12,13.655680225667997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.15, 'e': 0.0031711871519186263}",25,2,38.88031202978883,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.15, 'e': 0.00313947528039944}",25,15,18.144000172831305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.15, 'e': 0.0031080805275954452}",25,17,15.050797561710457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.15, 'e': 0.0030769997223194906}",20,12,13.929794699027697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.15, 'e': 0.0030462297250962956}",25,17,14.77255995991672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.15, 'e': 0.0030157674278453324}",25,14,22.561241700098883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.15, 'e': 0.002985609753566879}",20,2,33.10505877664639,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.15, 'e': 0.0029557536560312105}",30,22,13.70503482634594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.15, 'e': 0.0029261961194708983}",20,10,19.99835013158782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.15, 'e': 0.0028969341582761893}",20,7,24.03267740172429,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.15, 'e': 0.0028679648166934275}",20,8,23.208056143662336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.15, 'e': 0.002839285168526493}",25,17,15.4114045221382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.15, 'e': 0.0028108923168412283}",30,16,16.31121279254089,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.15, 'e': 0.002782783393672816}",25,3,36.588805431782404,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.15, 'e': 0.002754955559736088}",25,13,22.85755695795637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.15, 'e': 0.002727406004138727}",20,11,17.207256104457162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.15, 'e': 0.00270013194409734}",25,18,13.927924016371126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.15, 'e': 0.0026731306246563667}",25,13,25.39569293828406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.15, 'e': 0.002646399318409803}",25,1,35.26697661707305,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.15, 'e': 0.002619935325225705}",30,8,35.04114135112116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.15, 'e': 0.002593735971973448}",20,11,15.851948538053119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.15, 'e': 0.0025677986122537135}",25,14,19.269385698071133,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.15, 'e': 0.002542120626131176}",20,16,8.034514294481344,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.15, 'e': 0.0025166994198698644}",20,10,15.905367314324527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.15, 'e': 0.0024915324256711657}",25,7,35.82167178003234,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.15, 'e': 0.002466617101414454}",25,17,20.36712188790811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.15, 'e': 0.0024419509304003093}",30,14,28.547977901847336,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.15, 'e': 0.0024175314210963064}",20,6,24.60459161145477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.15, 'e': 0.002393356106885343}",20,6,23.299522017632736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.15, 'e': 0.0023694225458164896}",25,11,27.14763373089585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.15, 'e': 0.0023457283203583246}",25,16,16.984761282348046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.15, 'e': 0.0023222710371547414}",20,10,19.206723674591682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.15, 'e': 0.002299048326783194}",20,8,20.64483925790462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.15, 'e': 0.002276057843515362}",30,16,23.965130824017706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.15, 'e': 0.0022532972650802082}",25,4,33.550713828638166,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.15, 'e': 0.0022307642924294063}",25,18,13.633127172397476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.15, 'e': 0.002208456649505112}",25,19,7.705648701021991,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.15, 'e': 0.002186372083010061}",30,18,18.92196137923467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.15, 'e': 0.0021645083621799604}",35,17,32.546824979917446,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.15, 'e': 0.002142863278558161}",20,9,19.305447529510246,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.15, 'e': 0.0021214346457725792}",30,7,35.38718737912494,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.15, 'e': 0.0021002202993148536}",25,17,15.47090590942305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.15, 'e': 0.002079218096321705}",25,9,30.988505385169326,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.15, 'e': 0.002058425915358488}",25,13,23.954647726725767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.15, 'e': 0.002037841656204903}",20,14,12.039860220467226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.15, 'e': 0.002017463239642854}",25,8,28.506031406675405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.15, 'e': 0.0019972886072464253}",25,19,10.180024937654805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.15, 'e': 0.001977315721173961}",25,17,12.92116222495425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.15, 'e': 0.0019575425639622216}",30,19,21.90132282905545,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.15, 'e': 0.0019379671383225993}",25,16,17.082258663108263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.15, 'e': 0.0019185874669393733}",30,13,29.72855577885742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.15, 'e': 0.0018994015922699796}",20,7,22.425090777109,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.15, 'e': 0.0018804075763472798}",30,17,25.929986465365943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.15, 'e': 0.001861603500583807}",20,5,26.392191635293603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.15, 'e': 0.001842987465577969}",20,9,20.911953414629963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.15, 'e': 0.001824557590922189}",25,14,21.5394360769155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.15, 'e': 0.0018063120150129672}",25,15,22.472196898699448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.15, 'e': 0.0017882488948628376}",25,20,9.549570633436408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.15, 'e': 0.0017703664059142091}",20,16,6.789278564598072,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.15, 'e': 0.001752662741855067}",25,19,12.670084415719716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.15, 'e': 0.0017351361144365164}",25,8,28.513840012523026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.15, 'e': 0.0017177847532921513}",20,13,13.654130956191002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.15, 'e': 0.0017006069057592297}",25,13,22.773978058144223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.15, 'e': 0.0016836008367016374}",25,11,25.545930815554495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.15, 'e': 0.001666764828334621}",30,18,25.56261548125296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.15, 'e': 0.0016500971800512748}",30,12,34.232514831150354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.15, 'e': 0.001633596208250762}",20,14,12.273384329613304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.15, 'e': 0.0016172602461682545}",25,13,26.60896429798709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.15, 'e': 0.001601087643706572}",20,14,12.417648901620014,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.15, 'e': 0.0015850767672695061}",20,11,18.27631761409241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.15, 'e': 0.001569225999596811}",25,17,15.152436412236487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.15, 'e': 0.0015535337396008428}",20,12,14.315606901503081,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.15, 'e': 0.0015379984022048344}",30,24,11.153578160774275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.15, 'e': 0.001522618418182786}",20,16,6.92169542195446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.15, 'e': 0.0015073922340009581}",30,22,14.697888940894865,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.15, 'e': 0.0014923183116609484}",25,10,25.20083452245496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.15, 'e': 0.0014773951285443389}",20,6,25.2996577858193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.15, 'e': 0.0014626211772588954}",25,15,20.72279453598272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.15, 'e': 0.0014479949654863063}",25,14,19.119130773160634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.15, 'e': 0.0014335150158314432}",20,11,16.847390299045166,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.15, 'e': 0.0014191798656731287}",20,16,8.318456282214646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.15, 'e': 0.0014049880670163974}",25,13,19.544640871496824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.15, 'e': 0.0013909381863462336}",25,17,16.570359783810424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.15, 'e': 0.0013770288044827712}",25,15,21.67679283379627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.15, 'e': 0.0013632585164379434}",20,6,25.02895066342069,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.15, 'e': 0.001349625931273564}",25,16,12.402809853439056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.15, 'e': 0.0013361296719608285}",20,10,13.836664004128906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.15, 'e': 0.0013227683752412202}",20,9,22.247593028192387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.15, 'e': 0.001309540691488808}",30,21,18.60855761127762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.15, 'e': 0.0012964452845739198}",20,13,12.4135491763425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.15, 'e': 0.0012834808317281805}",20,12,16.44551397904122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.15, 'e': 0.0012706460234108987}",25,15,18.470302440872974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.15, 'e': 0.0012579395631767897}",20,2,27.907605407737748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.15, 'e': 0.0012453601675450217}",20,10,19.966957555678032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.15, 'e': 0.0012329065658695714}",20,8,19.290884112340933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.15, 'e': 0.0012205775002108758}",25,13,23.904700212875053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.15, 'e': 0.001208371725208767}",20,12,15.292680515245635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.15, 'e': 0.0011962880079566791}",25,11,23.10103684853945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.15, 'e': 0.0011843251278771123}",30,19,21.578509846452278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.15, 'e': 0.0011724818765983412}",25,20,8.356928303022269,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.15, 'e': 0.0011607570578323577}",20,16,7.951475740883573,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.15, 'e': 0.0011491494872540341}",30,19,24.97673971784685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.15, 'e': 0.0011376579923814939}",25,12,25.349310971427176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.15, 'e': 0.001126281412457679}",20,15,7.7882305310686935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.15, 'e': 0.0011150185983331022}",20,13,11.14525440646368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.15, 'e': 0.0011038684123497711}",25,5,31.641321131541268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.15, 'e': 0.0010928297282262734}",20,13,14.172308760138746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.15, 'e': 0.0010819014309440106}",35,16,33.305820521025936,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.15, 'e': 0.0010710824166345705}",20,8,20.109769932606717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.15, 'e': 0.0010603715924682247}",25,0,42.10524674494678,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
672,False,"{'a': 0.15, 'e': 0.0010497678765435425}",30,13,37.88911796877215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.15, 'e': 0.001039270197778107}",30,13,33.172593030227496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.15, 'e': 0.0010288774958003258}",25,17,16.314712164566714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
