trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.15, 'e': 0.891}",30,0,-292.0116998012733,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 5}",0
2,False,"{'a': 0.15, 'e': 0.88209}",20,0,-42.15565591553519,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
3,False,"{'a': 0.15, 'e': 0.8732691}",30,0,-287.75460997624276,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 5}",0
4,False,"{'a': 0.15, 'e': 0.8645364090000001}",25,0,-46.96606791545689,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
5,False,"{'a': 0.15, 'e': 0.85589104491}",25,0,-21.612966084980375,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.15, 'e': 0.8473321344609}",25,0,-82.24763093255463,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
7,False,"{'a': 0.15, 'e': 0.8388588131162911}",20,0,-239.02418712785112,"{0: 8, 1: 2, 2: 4, 3: 2, 4: 4}",0
8,False,"{'a': 0.15, 'e': 0.8304702249851281}",20,0,-46.01330525063565,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
9,False,"{'a': 0.15, 'e': 0.8221655227352769}",30,10,-70.90948268847869,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
10,False,"{'a': 0.15, 'e': 0.8139438675079241}",25,0,-137.07108083721403,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
11,False,"{'a': 0.15, 'e': 0.8058044288328449}",20,0,-134.99903190658713,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 0.15, 'e': 0.7977463845445164}",20,0,-40.42921431780645,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
13,False,"{'a': 0.15, 'e': 0.7897689206990712}",25,5,-110.65657500160053,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",1
14,False,"{'a': 0.15, 'e': 0.7818712314920805}",20,0,-61.5785611909513,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 0.15, 'e': 0.7740525191771597}",20,3,-87.80877075761657,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 2}",1
16,False,"{'a': 0.15, 'e': 0.7663119939853881}",30,0,-96.24745503356961,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
17,False,"{'a': 0.15, 'e': 0.7586488740455342}",30,0,-123.99415393118306,"{0: 20, 1: 5, 2: 2, 3: 1, 4: 2}",0
18,False,"{'a': 0.15, 'e': 0.7510623853050789}",20,5,-62.078372622154184,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
19,False,"{'a': 0.15, 'e': 0.7435517614520281}",20,0,-100.85856206930532,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
20,False,"{'a': 0.15, 'e': 0.7361162438375077}",20,0,-59.04484571201606,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.15, 'e': 0.7287550813991327}",30,0,-241.50466460945984,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
22,False,"{'a': 0.15, 'e': 0.7214675305851413}",20,0,-63.43054306457287,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.15, 'e': 0.7142528552792899}",20,0,-3.690146527516706,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.15, 'e': 0.707110326726497}",20,0,-42.10066551386961,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
25,False,"{'a': 0.15, 'e': 0.700039223459232}",25,0,-49.060055650232506,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
26,False,"{'a': 0.15, 'e': 0.6930388312246396}",25,0,-70.9302828622442,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.15, 'e': 0.6861084429123933}",25,5,-39.113100469154425,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
28,False,"{'a': 0.15, 'e': 0.6792473584832693}",35,0,-46.92624613465317,"{0: 27, 1: 6, 2: 0, 3: 1, 4: 1}",0
29,False,"{'a': 0.15, 'e': 0.6724548848984366}",25,0,-59.598074412413666,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.15, 'e': 0.6657303360494523}",20,15,11.495117976412905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.15, 'e': 0.6590730326889578}",35,4,-74.00034232275671,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 1}",1
32,False,"{'a': 0.15, 'e': 0.6524823023620682}",25,0,-64.92293278287939,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
33,False,"{'a': 0.15, 'e': 0.6459574793384475}",25,0,-145.14111860051707,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
34,False,"{'a': 0.15, 'e': 0.6394979045450631}",25,11,-11.526414014858407,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
35,False,"{'a': 0.15, 'e': 0.6331029254996124}",30,6,-35.86114603645875,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 0}",1
36,False,"{'a': 0.15, 'e': 0.6267718962446163}",25,0,-82.50632126955657,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.15, 'e': 0.6205041772821701}",20,0,-90.15759483125322,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.15, 'e': 0.6142991355093484}",20,11,16.929823242582966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.15, 'e': 0.608156144154255}",25,0,-40.496752240709,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.15, 'e': 0.6020745827127124}",20,0,-41.73652423583161,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.15, 'e': 0.5960538368855853}",20,13,-1.1069460075654423,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.15, 'e': 0.5900932985167294}",30,0,-13.223446897211693,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
43,False,"{'a': 0.15, 'e': 0.5841923655315622}",25,0,-144.3559374947558,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
44,False,"{'a': 0.15, 'e': 0.5783504418762465}",30,6,-35.66566599377865,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
45,False,"{'a': 0.15, 'e': 0.572566937457484}",20,0,-63.070514881394395,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
46,False,"{'a': 0.15, 'e': 0.5668412680829091}",30,7,-79.25052441418818,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
47,False,"{'a': 0.15, 'e': 0.5611728554020801}",25,0,-27.877208379710787,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
48,False,"{'a': 0.15, 'e': 0.5555611268480593}",25,2,-84.74946525925426,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 2}",1
49,False,"{'a': 0.15, 'e': 0.5500055155795787}",25,16,14.007224613982189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.15, 'e': 0.5445054604237829}",20,0,-101.72142387284029,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
51,False,"{'a': 0.15, 'e': 0.5390604058195451}",30,0,-54.048541040790305,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",1
52,False,"{'a': 0.15, 'e': 0.5336698017613496}",25,0,-141.8222359130957,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
53,False,"{'a': 0.15, 'e': 0.5283331037437361}",20,0,-54.830775319634235,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
54,False,"{'a': 0.15, 'e': 0.5230497727062987}",20,0,-80.47533729108237,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
55,False,"{'a': 0.15, 'e': 0.5178192749792357}",20,0,-88.73162536750216,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
56,False,"{'a': 0.15, 'e': 0.5126410822294434}",25,0,-132.02443572653877,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
57,False,"{'a': 0.15, 'e': 0.5075146714071489}",25,0,-113.58202226054185,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
58,False,"{'a': 0.15, 'e': 0.5024395246930774}",25,0,-16.910178587497263,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
59,False,"{'a': 0.15, 'e': 0.49741512944614663}",20,11,15.909307089180995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.15, 'e': 0.49244097815168514}",20,0,13.015483017444321,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.15, 'e': 0.48751656837016827}",20,0,-22.635322447535717,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
62,False,"{'a': 0.15, 'e': 0.4826414026864666}",20,2,0.05663658135329386,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.15, 'e': 0.4778149886596019}",25,0,-9.774855121135019,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
64,False,"{'a': 0.15, 'e': 0.4730368387730059}",30,4,-37.75888268844553,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.15, 'e': 0.46830647038527584}",20,7,16.66661430783049,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.15, 'e': 0.4636234056814231}",20,14,11.666008881779593,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.15, 'e': 0.45898717162460884}",20,2,-46.23095300567018,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
68,False,"{'a': 0.15, 'e': 0.45439729990836275}",20,0,-7.0532612956839715,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.15, 'e': 0.4498533269092791}",20,14,9.90120591888732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.15, 'e': 0.4453547936401863}",20,0,-7.52666088707562,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
71,False,"{'a': 0.15, 'e': 0.4409012457037845}",20,15,-2.7984315457784152,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.15, 'e': 0.43649223324674663}",30,15,-26.954687160211485,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
73,False,"{'a': 0.15, 'e': 0.43212731091427914}",20,1,16.749179527840322,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.15, 'e': 0.4278060378051363}",25,13,-32.020460551947096,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
75,False,"{'a': 0.15, 'e': 0.423527977427085}",30,18,-42.46991447116889,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
76,False,"{'a': 0.15, 'e': 0.41929269765281413}",20,0,9.336542406187835,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
77,False,"{'a': 0.15, 'e': 0.415099770676286}",35,17,-47.58426910816166,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
78,False,"{'a': 0.15, 'e': 0.41094877296952315}",30,0,-80.11600816818601,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",1
79,False,"{'a': 0.15, 'e': 0.40683928523982793}",20,0,-44.55849654737739,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
80,False,"{'a': 0.15, 'e': 0.40277089238742964}",20,0,-59.63458905573933,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
81,False,"{'a': 0.15, 'e': 0.39874318346355536}",20,0,-101.01960868476596,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.15, 'e': 0.3947557516289198}",25,0,-95.08455007462882,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
83,False,"{'a': 0.15, 'e': 0.39080819411263057}",25,5,-0.596436791169229,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.15, 'e': 0.3869001121715043}",25,0,-80.42030524879415,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
85,False,"{'a': 0.15, 'e': 0.3830311110497892}",20,3,-33.43232383328434,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
86,False,"{'a': 0.15, 'e': 0.3792007999392913}",20,0,-55.11578195896759,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
87,False,"{'a': 0.15, 'e': 0.37540879193989835}",35,5,-50.68757419467532,"{0: 22, 1: 0, 2: 7, 3: 1, 4: 0}",1
88,False,"{'a': 0.15, 'e': 0.3716547040204994}",25,5,2.967133073596756,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.15, 'e': 0.36793815698029436}",25,10,15.873292403053195,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.15, 'e': 0.3642587754104914}",25,0,-6.518829386627014,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
91,False,"{'a': 0.15, 'e': 0.3606161876563865}",30,16,-28.589390941296262,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.15, 'e': 0.3570100257798226}",25,3,-15.850888207229978,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.15, 'e': 0.35343992552202436}",20,15,-2.768967633157271,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.15, 'e': 0.3499055262668041}",25,8,-24.972503815571795,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.15, 'e': 0.3464064710041361}",20,15,8.595146062572105,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.15, 'e': 0.3429424062940947}",30,7,19.25606812305518,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.15, 'e': 0.3395129822311538}",25,0,-43.06565311416269,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.15, 'e': 0.33611785240884223}",25,7,-35.889488640006036,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.15, 'e': 0.33275667388475383}",20,1,12.411855903595288,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.15, 'e': 0.3294291071459063}",25,16,-25.96913334726619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
101,False,"{'a': 0.15, 'e': 0.3261348160744472}",35,17,-2.082641835317252,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
102,False,"{'a': 0.15, 'e': 0.32287346791370275}",20,0,-33.706211698348056,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
103,False,"{'a': 0.15, 'e': 0.3196447332345657}",20,4,9.04244666904388,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.15, 'e': 0.3164482859022201}",20,8,9.813835000790945,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.15, 'e': 0.31328380304319786}",20,0,-58.56293258994415,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
106,False,"{'a': 0.15, 'e': 0.3101509650127659}",20,10,5.805961171461115,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.15, 'e': 0.3070494553626382}",30,23,15.043588003912186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.15, 'e': 0.3039789608090118}",20,6,-2.1602333676925576,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.15, 'e': 0.30093917120092173}",25,0,-31.577690823082847,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.15, 'e': 0.2979297794889125}",20,3,-41.94658941788583,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
111,False,"{'a': 0.15, 'e': 0.2949504816940234}",25,0,15.558909912588563,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.15, 'e': 0.29200097687708315}",20,15,10.649447501225112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.15, 'e': 0.2890809671083123}",30,0,2.71928676393935,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
114,False,"{'a': 0.15, 'e': 0.2861901574372292}",20,0,-42.12067583520766,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.15, 'e': 0.2833282558628569}",30,9,-4.965673699176273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.15, 'e': 0.28049497330422835}",20,0,-19.400770239145665,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
117,False,"{'a': 0.15, 'e': 0.27769002357118605}",20,5,3.561703429107582,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.15, 'e': 0.2749131233354742}",35,2,23.126375156687658,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.15, 'e': 0.27216399210211945}",20,0,26.66937635126626,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
120,False,"{'a': 0.15, 'e': 0.26944235218109824}",35,23,21.962852129539367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.15, 'e': 0.26674792865928726}",20,7,22.293703220926215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.15, 'e': 0.26408044937269437}",25,19,6.739720764989093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.15, 'e': 0.2614396448789674}",20,12,16.253075613045713,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.15, 'e': 0.25882524843017773}",20,7,-1.9432649559492525,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.15, 'e': 0.25623699594587596}",20,0,-44.56888671115719,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.15, 'e': 0.2536746259864172}",20,3,12.633440594620662,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.15, 'e': 0.25113787972655305}",25,9,-20.583219240648482,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
128,False,"{'a': 0.15, 'e': 0.2486265009292875}",20,3,10.340521729613885,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.15, 'e': 0.24614023591999462}",30,0,14.09683910075018,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
130,False,"{'a': 0.15, 'e': 0.24367883356079467}",20,4,-6.15721977524586,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
131,False,"{'a': 0.15, 'e': 0.24124204522518672}",20,14,9.148675165619439,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.15, 'e': 0.23882962477293485}",25,15,12.607831346151773,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.15, 'e': 0.2364413285252055}",20,12,0.14096441172401253,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.15, 'e': 0.23407691523995344}",20,2,2.579335243714312,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
135,False,"{'a': 0.15, 'e': 0.2317361460875539}",30,0,-68.89714702009238,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
136,False,"{'a': 0.15, 'e': 0.22941878462667836}",30,13,-25.045285202221848,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.15, 'e': 0.22712459678041158}",20,0,0.13556722124622,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.15, 'e': 0.22485335081260746}",25,16,16.51379081331691,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.15, 'e': 0.2226048173044814}",25,8,5.945847082631105,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.15, 'e': 0.22037876913143659}",20,14,1.0716309461585973,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.15, 'e': 0.2181749814401222}",20,10,5.834686664044441,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.15, 'e': 0.21599323162572098}",20,5,-28.024748878471677,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.15, 'e': 0.21383329930946376}",20,0,22.25844752522849,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.15, 'e': 0.21169496631636914}",25,9,26.700644686128857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.15, 'e': 0.20957801665320544}",20,10,5.481498170602967,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.15, 'e': 0.20748223648667338}",25,10,11.31409731347832,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.15, 'e': 0.20540741412180666}",35,25,18.891649844641524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.15, 'e': 0.20335333998058858}",20,5,8.272097604008325,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.15, 'e': 0.2013198065807827}",20,7,-20.20655392728507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.15, 'e': 0.19930660851497486}",25,9,15.490871264827039,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.15, 'e': 0.1973135424298251}",35,12,-7.9901325990821865,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
152,False,"{'a': 0.15, 'e': 0.19534040700552685}",20,15,4.561654006544677,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.15, 'e': 0.1933870029354716}",20,0,5.455258097094964,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.15, 'e': 0.19145313290611687}",25,11,24.713370494519793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.15, 'e': 0.1895386015770557}",20,14,12.131611100245884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.15, 'e': 0.18764321556128516}",20,11,-8.094948053151704,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.15, 'e': 0.1857667834056723}",20,0,-2.103254691347885,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.15, 'e': 0.18390911557161557}",20,5,31.054178432487305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.15, 'e': 0.18207002441589942}",20,13,12.807757478920761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.15, 'e': 0.18024932417174042}",20,7,21.143680936375127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.15, 'e': 0.178446830930023}",20,16,6.994373543069188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.15, 'e': 0.17666236262072277}",25,12,24.17520616915802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.15, 'e': 0.17489573899451555}",30,8,-18.770985331607008,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.15, 'e': 0.1731467816045704}",25,16,13.667733371276647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.15, 'e': 0.17141531378852468}",20,10,19.766366868805882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.15, 'e': 0.16970116065063942}",20,11,15.932415401081117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.15, 'e': 0.16800414904413302}",25,17,2.2624806389492584,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.15, 'e': 0.1663241075536917}",35,9,8.740976782655954,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.15, 'e': 0.16466086647815478}",30,0,-16.269443410464362,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.15, 'e': 0.16301425781337323}",20,15,7.9681641345246215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.15, 'e': 0.1613841152352395}",25,17,18.769542624063387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.15, 'e': 0.1597702740828871}",30,12,-41.93661938126986,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
173,False,"{'a': 0.15, 'e': 0.15817257134205823}",30,7,-25.447852894321784,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.15, 'e': 0.15659084562863765}",30,24,12.839070268109214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.15, 'e': 0.15502493717235127}",25,11,17.349915549763356,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.15, 'e': 0.15347468780062776}",30,12,21.48491728020215,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.15, 'e': 0.15193994092262147}",25,4,23.82163958715816,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.15, 'e': 0.15042054151339526}",30,0,28.158400868096145,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
179,False,"{'a': 0.15, 'e': 0.1489163360982613}",25,16,3.6393919919139828,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.15, 'e': 0.14742717273727868}",20,14,7.889140465480671,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.15, 'e': 0.14595290100990588}",20,8,18.151711251797874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.15, 'e': 0.14449337199980683}",25,17,16.93799009257139,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.15, 'e': 0.14304843827980876}",25,20,7.818225242133815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.15, 'e': 0.14161795389701068}",25,10,21.814088636030693,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
